célia,célia.N+Pr:fs;@SÉ-LÍ-6
bruxo,bruxo.N:ms;@BŔÚ-XU
caixões,caixa.N:Amp;KÁY-@XÕỸS
caixão,caixa.N:Ams;KÁY-@XÃŴ
caixinhas,caixa.N:Dmp;KÁY-@XĨ-Ñ6S
caixinhas,caixa.N:Dfp;KÁY-@XĨ-Ñ6S
caixinha,caixa.N:Dms;KÁY-@XĨ-Ñ6
caixinha,caixa.N:Dfs;KÁY-@XĨ-Ñ6
caixas,caixa.N:mp;@KÁY-X6S
caixas,caixa.N:fp;@KÁY-X6S
caixa,caixa.N:ms;@KÁY-X6
caixa,caixa.N:fs;@KÁY-X6
caixote,caixote.N:ms;KÁY-@XÓ-7I
clímax,clímax.N:ms;@KLĨ-M6Q
coexistência,coexistência.N:fs;KÔ-Ê-ZÍS-@TẼ-SÍ-6
compaixão,compaixão.N:fs;KÕ-PÁY-@XÃŴ
complexidade,complexidade.N:fs;KÕ-PLÊ-QÍ-@DÁ-8I
conexões,conexão.N:fp;KÔ-NÊ-KÍ-@SÕỸS
conexão,conexão.N:fs;KÔ-NÊ-KÍ-@SÃŴ
contextos,contexto.N:mp;KÕ-@TÊS-TUS
contexto,contexto.N:ms;KÕ-@TÊS-TU
contextualização,contextualização.N:fs;KÕ-TÊS-TÚ-Á-LÍ-ZÁ-@SÃŴ
contrabaixo,contrabaixo.N:ms;KÕ-TŔÁ-@BÁY-XU
coxinha,coxa.N:Dfs;KÔ-@XĨ-Ñ6
coxas,coxa.N:fp;@KÔ-X6S
coxa,coxa.N:fs;@KÔ-X6
córtex,córtex.N:ms;@KÓH-7ÊQ
deixa,deixa.N:fs;@DÊY-X6
desconexão,desconexão.N:fs;DÊS-KÔ-NÊ-KÍ-@SÃŴ
dislexia,dislexia.N:fs;8ÍZ-LÊ-KÍ-@SÍ-6
dióxido,dióxido.N:ms;8Í-@Ó-QÍ-DU
duplex,duplex.N:ms;DÚ-@PLÉQ
eixos,eixo.N:mp;@ÊY-XUS
eixo,eixo.N:ms;@ÊY-XU
elixir,elixir.N:ms;Ê-LÍ-@XÍH
embaixadas,embaixada.N:fp;Ẽ-BÁY-@XÁ-D6S
embaixada,embaixada.N:fs;Ẽ-BÁY-@XÁ-D6
embaixadores,embaixador.N:mp;Ẽ-BÁY-XÁ-@DÔ-ŔIS
embaixador,embaixador.N:ms;Ẽ-BÁY-XÁ-@DÔH
encaixes,encaixe.N:mp;Ẽ-@KÁY-XIS
encaixe,encaixe.N:ms;Ẽ-@KÁY-XI
enxada,enxada.N:fs;Ẽ-@XÁ-D6
enxames,enxame.N:mp;Ẽ-@XÃ-MIS
enxame,enxame.N:ms;Ẽ-@XÃ-MI
enxaquecas,enxaqueca.N:fp;Ẽ-XÁ-@KÊ-K6S
enxerga,enxerga.N:fs;Ẽ-@XÉR-G6
enxofre,enxofre.N:ms;Ẽ-@XÔ-FŔI
enxoval,enxoval.N:ms;Ẽ-XÔ-@VÁW
enxurrada,enxurrada.N:fs;Ẽ-XÚ-@HÁ-D6
epóxi,epóxi.N:ms;Ê-@PÓ-QI
exageros,exagero.N:mp;Ê-ZÁ-@JÊ-ŔUS
exagero,exagero.N:ms;Ê-ZÁ-@JÊ-HU
exaltação,exaltação.N:fs;Ê-ZÁW-TÁ-@SÃŴ
exames,exame.N:mp;Ê-@ZÃ-MIS
exame,exame.N:ms;Ê-@ZÃ-MI
exatidão,exatidão.N:fs;Ê-ZÁ-7Í-@DÃŴ
exaustão,exaustão.N:fs;Ê-ZÁWS-@TÃŴ
exação,exação.N:fs;Ê-ZÁ-@SÃŴ
excelências,excelência.N:fp;Ê-SÊ-@LẼ-SÍ-6S
excelência,excelência.N:fs;Ê-SÊ-@LẼ-SÍ-6
excentricidade,excentricidade.N:fs;Ê-SẼ-TŔÍ-SÍ-@DÁ-8I
excessos,excesso.N:mp;Ê-@SÉ-SUS
excesso,excesso.N:ms;Ê-@SÉ-SU
exceto,exceto.N:ms;Ê-@SÉ-TU
exceções,exceção.N:fp;Ê-SÊ-@SÕỸS
exceção,exceção.N:fs;Ê-SÊ-@SÃŴ
excitação,excitação.N:fs;Ê-SÍ-TÁ-@SÃŴ
exclamação,exclamação.N:fs;ÊS-KLÁ-MÁ-@SÃŴ
exclusividade,exclusividade.N:fs;ÊS-KLÚ-ZÍ-VÍ-@DÁ-8I
exclusões,exclusão.N:fp;ÊS-KLÚ-@ZÕỸS
exclusão,exclusão.N:fs;ÊS-KLÚ-@ZÃŴ
excrescência,excrescência.N:fs;ÊS-KŔÊ-@SẼ-SÍ-6
excreção,excreção.N:fs;ÊS-KŔÊ-@SÃŴ
excursão,excursão.N:fs;ÊS-KÚH-@SÃŴ
execuções,execução.N:fp;Ê-ZÊ-KÚ-@SÕỸS
execução,execução.N:fs;Ê-ZÊ-KÚ-@SÃŴ
exegese,exegese.N:fs;Ê-ZÊ-@JÉ-SI
exemplares,exemplar.N:mp;Ê-ZẼ-@PLÁ-ŔIS
exemplar,exemplar.N:ms;Ê-ZẼ-@PLÁH
exemplificação,exemplificação.N:fs;É-ZẼ-PLÍ-FÍ-KÁ-@SÃŴ
exemplos,exemplo.N:mp;Ê-@ZẼ-PLUS
exemplo,exemplo.N:ms;Ê-@ZẼ-PLU
exercícios,exercício.N:mp;Ê-ZÊR-@SÍ-SÍ-US
exercício,exercício.N:ms;Ê-ZÊR-@SÍ-SÍ-U
exibição,exibição.N:fs;Ê-ZÍ-BÍ-@SÃŴ
exigibilidade,exigibilidade.N:fs;É-ZÍ-JÍ-BÍ-LÍ-@DÁ-8I
exigências,exigência.N:fp;Ê-ZÍ-@JẼ-SÍ-6S
exigência,exigência.N:fs;Ê-ZÍ-@JẼ-SÍ-6
existencialismo,existencialismo.N:ms;É-ZÍS-TẼ-SÍ-Á-@LÍZ-MU
existências,existência.N:fp;Ê-ZÍS-@TẼ-SÍ-6S
existência,existência.N:fs;Ê-ZÍS-@TẼ-SÍ-6
exoesqueleto,exoesqueleto.N:ms;Ê-ZÔ-ÊS-KÊ-@LÊ-TU
exoneração,exoneração.N:fs;Ê-ZÔ-NÊ-ŔÁ-@SÃŴ
exorcismo,exorcismo.N:ms;Ê-ZÔH-@SÍZ-MU
exorcista,exorcista.N:ms;Ê-ZÔH-@SÍS-T6
exorcista,exorcista.N:fs;Ê-ZÔH-@SÍS-T6
exortação,exortação.N:fs;Ê-ZÔH-TÁ-@SÃŴ
exotismo,exotismo.N:ms;Ê-ZÔ-@7ÍZ-MU
expansões,expansão.N:fp;ÊS-PÃ-@SÕỸS
expansão,expansão.N:fs;ÊS-PÃ-@SÃŴ
expectativas,expectativa.N:fp;ÊS-PÊ-KÍ-TÁ-@7Í-V6S
expectativa,expectativa.N:fs;ÊS-PÊ-KÍ-TÁ-@7Í-V6
expedições,expedição.N:fp;ÊS-PÊ-8Í-@SÕỸS
expedição,expedição.N:fs;ÊS-PÊ-8Í-@SÃŴ
expensas,expensas.N:fp;ÊS-@PẼ-S6S
experimentação,experimentação.N:fs;ÊS-PÊ-ŔÍ-MẼ-TÁ-@SÃŴ
experimentos,experimento.N:mp;ÊS-PÊ-ŔÍ-@MẼ-TUS
experimento,experimento.N:ms;ÊS-PÊ-ŔÍ-@MẼ-TU
experiências,experiência.N:fp;ÊS-PÊ-ŔÍ-@Ẽ-SÍ-6S
experiência,experiência.N:fs;ÊS-PÊ-ŔÍ-@Ẽ-SÍ-6
expertises,expertise.N:fp;ÊS-PÊR-@7Í-ZIS
expertise,expertise.N:fs;ÊS-PÊR-@7Í-ZI
expiações,expiação.N:fp;ÊS-PÍ-Á-@SÕỸS
expiação,expiação.N:fs;ÊS-PÍ-Á-@SÃŴ
expiração,expiração.N:fs;ÊS-PÍ-ŔÁ-@SÃŴ
explicações,explicação.N:fp;ÊS-PLÍ-KÁ-@SÕỸS
explicação,explicação.N:fs;ÊS-PLÍ-KÁ-@SÃŴ
explorações,exploração.N:fp;ÊS-PLÔ-ŔÁ-@SÕỸS
exploração,exploração.N:fs;ÊS-PLÔ-ŔÁ-@SÃŴ
explosões,explosão.N:fp;ÊS-PLÔ-@ZÕỸS
explosão,explosão.N:fs;ÊS-PLÔ-@ZÃŴ
expo,expo.N:fs;@ÊS-PÔ
expoentes,expoente.N:mp;ÊS-PÔ-@Ẽ-7IS
expoentes,expoente.N:fp;ÊS-PÔ-@Ẽ-7IS
expoente,expoente.N:ms;ÊS-PÔ-@Ẽ-7I
expoente,expoente.N:fs;ÊS-PÔ-@Ẽ-7I
exportações,exportação.N:fp;ÊS-PÔH-TÁ-@SÕỸS
exportação,exportação.N:fs;ÊS-PÔH-TÁ-@SÃŴ
exposições,exposição.N:fp;ÊS-PÔ-ZÍ-@SÕỸS
exposição,exposição.N:fs;ÊS-PÔ-ZÍ-@SÃŴ
expressividade,expressividade.N:fs;ÊS-PŔÊ-SÍ-VÍ-@DÁ-8I
expresso,expresso.N:ms;ÊS-@PŔÉ-SU
expressões,expressão.N:fp;ÊS-PŔÊ-@SÕỸS
expressão,expressão.N:fs;ÊS-PŔÊ-@SÃŴ
expropriações,expropriação.N:fp;ÊS-PŔÔ-PŔÍ-Á-@SÕỸS
expulsões,expulsão.N:fp;ÊS-PÚW-@SÕỸS
expulsão,expulsão.N:fs;ÊS-PÚW-@SÃŴ
expurgação,expurgação.N:fs;ÊS-PÚR-GÁ-@SÃŴ
expurgos,expurgo.N:mp;ÊS-@PÚR-GUS
expurgo,expurgo.N:ms;ÊS-@PÚR-GU
extensores,extensor.N:mp;ÊS-TẼ-@SÔ-ŔIS
extensor,extensor.N:ms;ÊS-TẼ-@SÔH
extensões,extensão.N:fp;ÊS-TẼ-@SÕỸS
extensão,extensão.N:fs;ÊS-TẼ-@SÃŴ
exterioridade,exterioridade.N:fs;ÊS-TÊ-ŔÍ-Ô-ŔÍ-@DÁ-8I
exteriorização,exteriorização.N:fs;ÊS-TÊ-ŔÍ-Ô-ŔÍ-ZÁ-@SÃŴ
extermínio,extermínio.N:ms;ÊS-TÊR-@MĨ-NÍ-U
extinções,extinção.N:fp;ÊS-7Ĩ-@SÕỸS
extinção,extinção.N:fs;ÊS-7Ĩ-@SÃŴ
extirpação,extirpação.N:fs;ÊS-7ÍH-PÁ-@SÃŴ
extradição,extradição.N:fs;ÊS-TŔÁ-8Í-@SÃŴ
extratos,extrato.N:mp;ÊS-@TŔÁ-TUS
extrato,extrato.N:ms;ÊS-@TŔÁ-TU
extravagâncias,extravagância.N:fp;ÊS-TŔÁ-VÁ-@GÃ-SÍ-6S
extravagância,extravagância.N:fs;ÊS-TŔÁ-VÁ-@GÃ-SÍ-6
extravio,extravio.N:ms;ÊS-TŔÁ-@VÍ-U
extração,extração.N:fs;ÊS-TŔÁ-@SÃŴ
extremidades,extremidade.N:fp;ÊS-TŔÊ-MÍ-@DÁ-8IS
extremidade,extremidade.N:fs;ÊS-TŔÊ-MÍ-@DÁ-8I
extremos,extremo.N:mp;ÊS-@TŔẼ-MUS
extremo,extremo.N:ms;ÊS-@TŔẼ-MU
extrovertida,extrovertido.N:fs;ÊS-TŔÔ-VÊH-@7Í-D6
extrovertido,extrovertido.N:ms;ÊS-TŔÔ-VÊH-@7Í-DU
extrusão,extrusão.N:fs;ÊS-TŔÚ-@SÃŴ
exus,exu.N:mp;Ê-@XÚS
exu,exu.N:ms;Ê-@XÚ
exuberância,exuberância.N:fs;Ê-ZÚ-BÊ-@ŔÃ-SÍ-6
exumação,exumação.N:fs;Ê-ZÚ-MÁ-@SÃŴ
exércitos,exército.N:mp;Ê-@ZÉH-SÍ-TUS
exército,exército.N:ms;Ê-@ZÉH-SÍ-TU
exílio,exílio.N:ms;Ê-@ZÍ-LÍ-U
faixas,faixa.N:mp;@FÁY-X6S
faixas,faixa.N:fp;@FÁY-X6S
faixa,faixa.N:ms;@FÁY-X6
faixa,faixa.N:fs;@FÁY-X6
fax,fax.N:ms;@FÁQ
faxina,faxina.N:ms;FÁ-@XĨ-N6
faxina,faxina.N:fs;FÁ-@XĨ-N6
faxineira,faxineiro.N:fs;FÁ-XÍ-@NÊY-Ŕ6
faxineiro,faxineiro.N:ms;FÁ-XÍ-@NÊY-ŔU
feixe,feixe.N:ms;@FÊY-XI
fixações,fixação.N:fp;FÍ-QÁ-@SÕỸS
fixação,fixação.N:fs;FÍ-QÁ-@SÃŴ
flexibilidade,flexibilidade.N:fs;FLÊ-QÍ-BÍ-LÍ-@DÁ-8I
flexibilização,flexibilização.N:fs;FLÉ-QÍ-BÍ-LÍ-ZÁ-@SÃŴ
flexões,flexão.N:fp;FLÊ-@QÕỸS
flexão,flexão.N:fs;FLÊ-@QÃŴ
fluxos,fluxo.N:mp;@FLÚ-QUS
fluxo,fluxo.N:ms;@FLÚ-QU
fluxogramas,fluxograma.N:mp;FLÚ-QÔ-@GŔÃ-M6S
fluxograma,fluxograma.N:ms;FLÚ-QÔ-@GŔÃ-M6
fuxico,fuxico.N:ms;FÚ-@XÍ-KU
fênix,fênix.N:fs;@FẼ-NIQ
galáxias,galáxia.N:fp;GÁ-@LÁ-QÍ-6S
galáxia,galáxia.N:fs;GÁ-@LÁ-QÍ-6
graxo,graxo.N:ms;@GŔÁ-XU
guaxinins,guaxinim.N:mp;GWÁ-@XĨ-NĨS
gueixas,gueixa.N:fp;@GÊY-X6S
gueixa,gueixa.N:fs;@GÊY-X6
heterossexualidade,heterossexualidade.N:fs;É-TÊ-ŔÔ-SÊ-QÚ-Á-LÍ-@DÁ-8I
hipertextos,hipertexto.N:mp;Í-PÊR-@TÊS-TUS
homossexualidade,homossexualidade.N:fs;Ô-MÔ-SÊ-QÚ-Á-LÍ-@DÁ-8I
homossexualismo,homossexualismo.N:ms;Ô-MÔ-SÊ-QÚ-Á-@LÍZ-MU
inexistência,inexistência.N:fs;Í-NÊ-ZÍS-@TẼ-SÍ-6
inflexão,inflexão.N:fs;Ĩ-FLÊ-@QÃŴ
influxo,influxo.N:ms;Ĩ-@FLÚ-QU
inox,inox.N:ms;Í-@NÓQ
interconexão,interconexão.N:fs;Ĩ-TÊH-KÔ-NÊ-@QÃŴ
intoxicação,intoxicação.N:fs;Ĩ-TÔ-QÍ-KÁ-@SÃŴ
lagartixa,lagartixa.N:fs;LÁ-GÁH-@7Í-X6
lexicógrafo,lexicógrafo.N:ms;LÊ-QÍ-@KÓ-GŔÁ-FU
lixa,lixa.N:fs;@LÍ-X6
lixadeira,lixadeira.N:fs;LÍ-XÁ-@DÊY-Ŕ6
lixeiras,lixeiro.N:fp;LÍ-@XÊY-Ŕ6S
lixeira,lixeiro.N:fs;LÍ-@XÊY-Ŕ6
lixeiros,lixeiro.N:mp;LÍ-@XÊY-ŔUS
lixeiro,lixeiro.N:ms;LÍ-@XÊY-ŔU
lixões,lixo.N:Amp;LÍ-@XÕỸS
lixão,lixo.N:Ams;LÍ-@XÃŴ
lixos,lixo.N:mp;@LÍ-XUS
lixo,lixo.N:ms;@LÍ-XU
luxos,luxo.N:mp;@LÚ-XUS
luxo,luxo.N:ms;@LÚ-XU
luxúria,luxúria.N:fs;LÚ-@XÚ-ŔÍ-6
marxismo,marxismo.N:ms;MÁH-@QÍZ-MU
mexidinha,mexido.N:Dfs;MÊ-XÍ-@8Ĩ-Ñ6
mexida,mexido.N:fs;MÊ-@XÍ-D6
mexidos,mexido.N:mp;MÊ-@XÍ-DUS
mexido,mexido.N:ms;MÊ-@XÍ-DU
mixagem,mixagem.N:fs;MÍ-@QÁ-JẼỸ
mixaria,mixaria.N:fs;MÍ-XÁ-@ŔÍ-6
monóxido,monóxido.N:ms;MÔ-@NÓ-QÍ-DU
morubixaba,morubixaba.N:ms;MÔ-ŔÚ-BÍ-@XÁ-B6
neurotoxinas,neurotoxina.N:fp;NÊW-ŔÔ-TÔ-@QĨ-N6S
nexos,nexo.N:mp;@NÉ-QUS
orixás,orixá.N:mp;Ô-ŔÍ-@XÁS
orixá,orixá.N:ms;Ô-ŔÍ-@XÁ
oxidase,oxidase.N:fs;Ô-QÍ-@DÁ-SI
oxidação,oxidação.N:fs;Ô-QÍ-DÁ-@SÃŴ
oxigenação,oxigenação.N:fs;Ô-QÍ-JÊ-NÁ-@SÃŴ
oxigênio,oxigênio.N:ms;Ô-QÍ-@JẼ-NÍ-U
oxiúros,oxiúro.N:mp;Ô-QÍ-@Ú-ŔUS
oxum,oxum.N:ms;Ô-@XŨ
paixões,paixão.N:fp;PÁY-@XÕỸS
paixão,paixão.N:fs;PÁY-@XÃŴ
paradoxo,paradoxo.N:ms;PÁ-ŔÁ-@DÓ-QU
peixaria,peixaria.N:fs;PÊY-XÁ-@ŔÍ-6
peixinho,peixe.N:Dms;PÊY-@XĨ-ÑU
peixes,peixe.N:mp;@PÊY-XIS
peixe,peixe.N:ms;@PÊY-XI
peixeira,peixeiro.N:fs;PÊY-@XÊY-Ŕ6
peróxido,peróxido.N:ms;PÊ-@ŔÓ-QÍ-DU
praxes,praxe.N:fp;@PŔÁ-XIS
praxe,praxe.N:fs;@PŔÁ-XI
pretexto,pretexto.N:ms;PŔÊ-@TÊS-TU
proximidades,proximidade.N:fp;PŔÔ-SÍ-MÍ-@DÁ-8IS
proximidade,proximidade.N:fs;PŔÔ-SÍ-MÍ-@DÁ-8I
práxis,práxis.N:fs;@PŔÁ-QIS
práxis,práxis.N:fp;@PŔÁ-QIS
puxadas,puxado.N:fp;PÚ-@XÁ-D6S
puxada,puxado.N:fs;PÚ-@XÁ-D6
puxados,puxado.N:mp;PÚ-@XÁ-DUS
puxado,puxado.N:ms;PÚ-@XÁ-DU
puxadores,puxador.N:mp;PÚ-XÁ-@DÔ-ŔIS
puxador,puxador.N:ms;PÚ-XÁ-@DÔH
puxo,puxo.N:ms;@PÚ-XU
puxão,puxão.N:ms;PÚ-@XÃŴ
queixas,queixa.N:fp;@KÊY-X6S
queixa,queixa.N:fs;@KÊY-X6
queixos,queixo.N:mp;@KÊY-XUS
queixo,queixo.N:ms;@KÊY-XU
queixume,queixume.N:ms;KÊY-@XŨ-MI
rebaixamento,rebaixamento.N:ms;HÊ-BÁY-XÁ-@MẼ-TU
rebaixo,rebaixo.N:ms;HÊ-@BÁY-XU
reflexos,reflexo.N:mp;HÊ-@FLÉ-QUS
reflexo,reflexo.N:ms;HÊ-@FLÉ-QU
reflexões,reflexão.N:fp;HÊ-FLÊ-@QÕỸS
reflexão,reflexão.N:fs;HÊ-FLÊ-@QÃŴ
relaxamento,relaxamento.N:ms;HÊ-LÁ-XÁ-@MẼ-TU
relaxe,relaxe.N:ms;HÊ-@LÁ-XI
roxas,roxa.N:fp;@HÓ-X6S
roxa,roxa.N:fs;@HÓ-X6
sax,sax.N:ms;@SÁQ
saxofone,saxofone.N:ms;SÁ-XÔ-@FÕ-NI
sedex,sedex.N:ms;SÊ-@DÉQ
sedex,sedex.N:mp;SÊ-@DÉQ
seixas,seixa.N:fp;@SÊY-X6S
seixo,seixo.N:ms;@SÊY-XU
sexos,sexo.N:mp;@SÉ-QUS
sexo,sexo.N:ms;@SÉ-QU
sextante,sextante.N:ms;SÊS-@TÃ-7I
sextas,sexto.N:fp;@SÊS-T6S
sexta,sexto.N:fs;@SÊS-T6
sexto,sexto.N:ms;@SÊS-TU
sexualidades,sexualidade.N:fp;SÊ-QÚ-Á-LÍ-@DÁ-8IS
sexualidade,sexualidade.N:fs;SÊ-QÚ-Á-LÍ-@DÁ-8I
sintaxe,sintaxe.N:fs;SĨ-@TÁ-SI
subexposição,subexposição.N:fs;SÚ-BÊS-PÔ-ZÍ-@SÃŴ
superexposição,superexposição.N:fs;SÚ-PÊ-ŔÊS-PÔ-ZÍ-@SÃŴ
taxas,taxa.N:fp;@TÁ-X6S
taxa,taxa.N:fs;@TÁ-X6
taxação,taxação.N:fs;TÁ-XÁ-@SÃŴ
taxistas,taxista.N:mp;TÁ-@QÍS-T6S
taxistas,taxista.N:fp;TÁ-@QÍS-T6S
taxista,taxista.N:ms;TÁ-@QÍS-T6
taxista,taxista.N:fs;TÁ-@QÍS-T6
taxonomia,taxonomia.N:fs;TÁ-XÔ-NÔ-@MÍ-6
textos,texto.N:mp;@TÊS-TUS
texto,texto.N:ms;@TÊS-TU
texturas,textura.N:fp;TÊS-@TÚ-Ŕ6S
textura,textura.N:fs;TÊS-@TÚ-Ŕ6
toxinas,toxina.N:fp;TÔ-@QĨ-N6S
toxina,toxina.N:fs;TÔ-@QĨ-N6
toxoplasma,toxoplasma.N:ms;TÔ-QÔ-@PLÁZ-M6
toxoplasmose,toxoplasmose.N:fs;TÔ-QÔ-PLÁS-@MÔ-ZI
trouxinha,trouxa.N:Dfs;TŔÔW-@XĨ-Ñ6
trouxa,trouxa.N:fs;@TŔÔW-X6
táxis,táxi.N:mp;@TÁ-QIS
táxi,táxi.N:ms;@TÁ-QI
tórax,tórax.N:ms;@TÓ-Ŕ6Q
vexame,vexame.N:ms;VÉ-@XÃ-MI
x,x.N:ms;@XÍS
xadrez,xadrez.N:ms;XÁ-@DŔÊS
xampu,xampu.N:ms;XÃ-@PÚ
xangô,xangô.N:ms;XÃ-@GÔ
xarope,xarope.N:ms;XÁ-@ŔÓ-PI
xeiques,xeique.N:mp;@XÊY-KIS
xenofobia,xenofobia.N:fs;XÊ-NÔ-FÔ-@BÍ-6
xepa,xepa.N:fs;@XÊ-P6
xeque,xeque.N:ms;@XÉ-KI
xerife,xerife.N:ms;XÊ-@ŔÍ-FI
xifopagia,xifopagia.N:fs;XÍ-FÔ-PÁ-@JÍ-6
xilindró,xilindró.N:ms;XÍ-LĨ-@DŔÓ
xingamentos,xingamento.N:mp;XĨ-GÁ-@MẼ-TUS
xingos,xingo.N:mp;@XĨ-GUS
xis,xis.N:ms;@XÍS
xis,xis.N:mp;@XÍS
xisto,xisto.N:ms;@XÍS-TU
xixi,xixi.N:ms;XÍ-@XÍ
xodó,xodó.N:ms;XÔ-@DÓ
xícaras,xícara.N:fp;@XÍ-KÁ-Ŕ6S
xícara,xícara.N:fs;@XÍ-KÁ-Ŕ6
êxitos,êxito.N:mp;@Ẽ-ZÍ-TUS
êxito,êxito.N:ms;@Ẽ-ZÍ-TU
êxodos,êxodo.N:mp;@Ẽ-ZÔ-DUS
êxodo,êxodo.N:ms;@Ẽ-ZÔ-DU
êxtase,êxtase.N:ms;@ÉS-TÁ-ZI
óxidos,óxido.N:mp;@Ó-QÍ-DUS
óxido,óxido.N:ms;@Ó-QÍ-DU
anexos,anexo.N:mp;Á-@NÉ-QUS
anexo,anexo.N:ms;Á-@NÉ-QU
apaixonadas,apaixonado.N:fp;Á-PÁY-XÔ-@NÁ-D6S
apaixonada,apaixonado.N:fs;Á-PÁY-XÔ-@NÁ-D6
apaixonados,apaixonado.N:mp;Á-PÁY-XÔ-@NÁ-DUS
apaixonado,apaixonado.N:ms;Á-PÁY-XÔ-@NÁ-DU
auxiliares,auxiliar.N:mp;ÁW-SÍ-LÍ-@Á-ŔIS
auxiliares,auxiliar.N:fp;ÁW-SÍ-LÍ-@Á-ŔIS
auxiliar,auxiliar.N:ms;ÁW-SÍ-LÍ-@ÁH
auxiliar,auxiliar.N:fs;ÁW-SÍ-LÍ-@ÁH
baixista,baixista.N:ms;BÁY-@XÍS-T6
baixista,baixista.N:fs;BÁY-@XÍS-T6
baixinha,baixo.N:Dfs;BÁY-@XĨ-Ñ6
baixinhos,baixo.N:Dmp;BÁY-@XĨ-ÑUS
baixinho,baixo.N:Dms;BÁY-@XĨ-ÑU
baixas,baixo.N:fp;@BÁY-X6S
baixa,baixo.N:fs;@BÁY-X6
baixos,baixo.N:mp;@BÁY-XUS
baixo,baixo.N:ms;@BÁY-XU
bissexuais,bissexual.N:mp;BÍ-SÊ-QÚ-@ÁYS
bissexuais,bissexual.N:fp;BÍ-SÊ-QÚ-@ÁYS
bissexual,bissexual.N:ms;BÍ-SÊ-QÚ-@ÁW
bissexual,bissexual.N:fs;BÍ-SÊ-QÚ-@ÁW
complexas,complexo.N:fp;KÕ-@PLÉ-Q6S
complexa,complexo.N:fs;KÕ-@PLÉ-Q6
complexos,complexo.N:mp;KÕ-@PLÉ-QUS
complexo,complexo.N:ms;KÕ-@PLÉ-QU
coxas,coxo.N:fp;@KÔ-X6S
coxa,coxo.N:fs;@KÔ-X6
coxos,coxo.N:mp;@KÔ-XUS
coxo,coxo.N:ms;@KÔ-XU
crucifixos,crucifixo.N:mp;KŔÚ-ZÍ-@FÍ-QUS
crucifixo,crucifixo.N:ms;KŔÚ-SÍ-@FÍ-QU
duplex,duplex.N:ms;DÚ-@PLÉQ
duplex,duplex.N:fs;DÚ-@PLÉQ
exageradas,exagerado.N:fp;Ê-ZÁ-JÊ-@ŔÁ-D6S
exagerada,exagerado.N:fs;Ê-ZÁ-JÊ-@ŔÁ-D6
exagerados,exagerado.N:mp;Ê-ZÁ-JÊ-@ŔÁ-DUS
exagerado,exagerado.N:ms;Ê-ZÁ-JÊ-@ŔÁ-DU
examinadora,examinador.N:fs;Ê-ZÁ-MÍ-NÁ-@DÔ-Ŕ6
examinadores,examinador.N:mp;Ê-ZÁ-MÍ-NÁ-@DÔ-ŔIS
excedentes,excedente.N:mp;Ê-SÊ-@DẼ-7IS
excedentes,excedente.N:fp;Ê-SÊ-@DẼ-7IS
excedente,excedente.N:ms;Ê-SÊ-@DẼ-7I
excedente,excedente.N:fs;Ê-SÊ-@DẼ-7I
excitantes,excitante.N:mp;Ê-SÍ-@TÃ-7IS
excitantes,excitante.N:fp;Ê-SÍ-@TÃ-7IS
excitante,excitante.N:ms;Ê-SÍ-@TÃ-7I
excitante,excitante.N:fs;Ê-SÍ-@TÃ-7I
exclusivas,exclusivo.N:fp;ÊS-KLÚ-@ZÍ-V6S
exclusiva,exclusivo.N:fs;ÊS-KLÚ-@SÍ-V6
exclusivos,exclusivo.N:mp;ÊS-KLÚ-@SÍ-VUS
exclusivo,exclusivo.N:ms;ÊS-KLÚ-@ZÍ-VU
excretas,excreto.N:fp;ÊS-@KŔÉ-T6S
excreta,excreto.N:fs;ÊS-@KŔÉ-T6
excêntrica,excêntrico.N:fs;Ê-@SẼ-TŔÍ-K6
excêntricos,excêntrico.N:mp;Ê-@SẼ-TŔÍ-KUS
excêntrico,excêntrico.N:ms;Ê-@SẼ-TŔÍ-KU
executadas,executado.N:fp;Ê-ZÊ-KÚ-@TÁ-D6S
executada,executado.N:fs;Ê-ZÊ-KÚ-@TÁ-D6
executados,executado.N:mp;Ê-ZÊ-KÚ-@TÁ-DUS
executado,executado.N:ms;Ê-ZÊ-KÚ-@TÁ-DU
executante,executante.N:ms;Ê-ZÊ-KÚ-@TÃ-7I
executante,executante.N:fs;Ê-ZÊ-KÚ-@TÃ-7I
executivas,executivo.N:fp;Ê-ZÊ-KÚ-@7Í-V6S
executiva,executivo.N:fs;Ê-ZÊ-KÚ-@7Í-V6
executivos,executivo.N:mp;Ê-ZÊ-KÚ-@7Í-VUS
executivo,executivo.N:ms;Ê-ZÊ-KÚ-@7Í-VU
executores,executor.N:mp;Ê-ZÊ-KÚ-@TÔ-ŔIS
executor,executor.N:ms;Ê-ZÊ-KÚ-@TÔH
exilados,exilado.N:mp;Ê-ZÍ-@LÁ-DUS
exilado,exilado.N:ms;Ê-ZÍ-@LÁ-DU
expedicionários,expedicionário.N:mp;ÊS-PÊ-8Í-SÍ-Ô-@NÁ-ŔÍ-US
expedicionário,expedicionário.N:ms;ÊS-PÊ-8Í-SÍ-Ô-@NÁ-ŔÍ-U
expediente,expediente.N:ms;ÊS-PÊ-8Í-@Ẽ-7I
expediente,expediente.N:fs;ÊS-PÊ-8Í-@Ẽ-7I
exploradas,explorado.N:fp;ÊS-PLÔ-@ŔÁ-D6S
explorada,explorado.N:fs;ÊS-PLÔ-@ŔÁ-D6
